edge,score_ft,score_pt
m1->a3.h22<k>,0.8984375,0.35742188
m1->a4.h20<q>,-0.50390625,-1.828125
m1->a11.h31<q>,0.62890625,0.08691406
m1->a5.h31<q>,1.8671875,0.080078125
m1->a2.h0<k>,0.23730469,0.15429688
m1->a5.h18<q>,0.734375,0.20019531
m1->a2.h29<k>,-0.92578125,-0.08984375
m1->a2.h20<q>,0.30859375,-0.091308594
m1->a12.h20<k>,0.24023438,0.08105469
m1->a3.h13<k>,-0.24414062,-0.10498047
m1->a10.h28<k>,-0.23339844,-0.12060547
m1->a5.h27<k>,-0.375,-0.23535156
m1->a4.h2<k>,-0.39453125,-0.3359375
m1->a6.h4<k>,0.2109375,0.17382812
m1->a2.h16<k>,0.4140625,-0.21582031
m1->a6.h8<k>,0.5390625,0.921875
m1->a9.h18<k>,0.14648438,0.079589844
m1->a2.h17<k>,-0.6171875,0.25976562
m1->a3.h22<q>,-1.328125,-0.86328125
m1->a2.h23<k>,0.62109375,-0.16992188
m1->a4.h29<q>,1.1171875,0.66015625
m1->a5.h5<k>,0.9140625,0.65625
m1->a3.h16<q>,-0.41992188,-0.71875
m31->logits,0.23144531,2.484375
m1->a7.h11<k>,-0.140625,-0.10888672
m1->a2.h13<k>,-0.22363281,-0.24121094
m1->a8.h28<q>,-0.20507812,-0.39257812
m1->a10.h24<k>,-0.33203125,-0.1484375
m1->a6.h21<q>,0.20703125,-0.09375
m1->a9.h27<q>,0.44921875,0.17285156
m1->a3.h20<q>,-0.56640625,-0.30273438
m1->a11.h0<k>,-0.27539062,-0.07519531
m1->a5.h29<k>,-0.33007812,-0.09863281
m1->a7.h6<k>,-0.1875,-0.087402344
m1->a4.h5<q>,-2.5,-2.015625
m1->a10.h13<k>,-0.14453125,0.091796875
m1->a4.h4<k>,0.14257812,0.359375
m1->a4.h20<k>,0.8515625,0.46484375
m1->a6.h18<k>,-0.23046875,0.22167969
m1->m6,-1.4375,-0.13964844
m1->a2.h11<k>,-1.25,-0.29492188
m1->a7.h11<q>,0.44726562,0.44921875
m1->a9.h13<q>,-0.22460938,-0.095703125
m1->a3.h23<k>,0.515625,0.36523438
m1->a5.h23<q>,0.13671875,-0.076660156
m1->a11.h12<k>,-0.4140625,-0.10498047
m1->a10.h21<k>,0.63671875,0.23046875
m1->a5.h11<q>,-0.421875,-0.41015625
m1->a4.h23<q>,2.140625,-0.17480469
m1->a6.h0<q>,0.45703125,0.076171875
m1->a5.h13<q>,-0.38671875,-0.54296875
m1->a6.h8<q>,-2.265625,-4.53125
m1->a3.h3<k>,0.734375,0.18457031
m1->a3.h7<k>,-0.14257812,-0.31640625
m1->a8.h13<k>,0.359375,0.13574219
m1->a4.h9<k>,-0.14746094,-0.13671875
m1->a10.h21<q>,-0.39257812,-0.22265625
m1->a7.h26<q>,0.7265625,-0.15527344
m1->a7.h25<k>,-0.61328125,-0.22753906
m1->a3.h8<q>,-0.24707031,-0.64453125
m1->a3.h17<k>,-1.5703125,-0.98046875
m1->a6.h27<k>,-0.31640625,0.14550781
m1->a2.h14<q>,-0.25195312,0.1328125
m1->a3.h23<q>,-0.23535156,-0.2421875
m1->a9.h19<q>,0.26171875,0.079589844
m1->a8.h8<k>,-0.609375,-0.15625
m1->a9.h29<k>,0.14453125,0.13769531
m1->a7.h25<q>,-0.26757812,-0.36914062
m1->m8,-0.66015625,-0.69921875
m1->a2.h23<q>,1.3203125,0.94140625
m1->a5.h5<q>,-1.1875,-0.7734375
m1->a3.h29<q>,1.0390625,-0.27148438
m1->a4.h19<q>,1.234375,0.84375
m1->a6.h10<q>,0.20019531,0.17773438
m1->a4.h24<q>,0.33203125,0.15039062
m1->a7.h27<q>,0.26953125,-0.33007812
m1->a15.h6<q>,-0.43164062,-0.09375
m1->a3.h27<k>,0.47265625,0.3828125
m1->a4.h5<k>,-1.3984375,-1.0859375
m1->a5.h22<q>,0.828125,-0.08203125
m1->a4.h0<k>,0.625,0.24023438
m1->a8.h5<q>,0.20996094,0.25
m1->a3.h0<q>,1.078125,1.1015625
m1->a6.h13<k>,-0.48828125,0.63671875
m1->m10,0.31835938,-0.14355469
m1->a13.h3<k>,-0.19042969,-0.07470703
m1->a9.h14<q>,0.4375,0.12890625
m1->a6.h15<q>,-0.22265625,-0.21777344
m30->a31.h11<q>,-0.16113281,-0.20214844
m1->a9.h6<k>,0.24023438,0.18847656
m1->a7.h5<q>,-1.421875,-0.23730469
m1->a14.h6<k>,0.20996094,0.071777344
m1->a4.h17<q>,-0.28515625,-0.421875
m1->a6.h14<k>,0.3046875,0.08642578
m1->a8.h23<k>,1.015625,-0.091796875
m1->a5.h20<q>,0.33203125,0.41015625
m1->a9.h7<k>,-0.140625,-0.14941406
m1->a11.h30<q>,-0.30664062,-0.07421875
m1->a8.h21<q>,-0.5546875,-0.096191406
m1->a2.h30<k>,-1.21875,-0.890625
m1->a3.h13<q>,0.34570312,0.55859375
m1->a5.h24<q>,2.40625,1.1875
m1->a5.h10<q>,0.43164062,0.17089844
m1->a8.h10<q>,-0.23242188,0.10888672
m1->a2.h27<k>,0.43945312,0.17871094
m1->a6.h5<q>,0.25,0.19726562
m1->a5.h8<q>,-1.5078125,-0.55078125
m1->a4.h26<k>,-1.03125,-0.78125
m1->a7.h16<q>,0.7890625,0.29492188
m18->logits,-0.16210938,-0.18359375
m1->a2.h21<q>,0.27929688,1.2734375
m1->a2.h22<k>,0.2734375,-0.9453125
m1->a5.h30<k>,0.16210938,0.08300781
m1->a6.h24<k>,0.32226562,0.1484375
m1->a5.h12<k>,-0.46484375,-0.30859375
m30->m31,0.7265625,1.15625
m1->a4.h11<q>,0.56640625,0.49414062
m1->a2.h22<q>,-0.22265625,1.6875
m1->a2.h21<k>,-2.28125,-0.86328125
m1->a12.h8<v>,-0.25,-0.110839844
m1->a6.h12<k>,0.20410156,-0.09765625
m1->a3.h17<q>,-2.8125,-4.03125
m1->a4.h1<q>,-0.32226562,0.100097656
m1->a7.h8<k>,-0.62109375,-0.19628906
m1->a5.h28<q>,0.37304688,-0.111328125
m1->a2.h9<k>,-0.31445312,-0.115722656
m1->a10.h5<k>,0.15136719,0.12207031
m1->a9.h28<q>,0.2734375,-0.123046875
m1->a5.h21<k>,-0.55859375,0.21582031
m1->a6.h4<q>,0.30273438,0.42773438
