edge,score_ft,score_pt
m1->a4.h17<q>,0.20996094,-0.23828125
m1->a9.h2<q>,-0.091308594,-0.20507812
m1->a5.h20<q>,0.078125,0.111328125
m18->m31,0.29296875,0.16992188
m1->a8.h21<q>,-0.16796875,-0.07470703
m30->a31.h12<v>,-0.18261719,-0.12597656
m1->a16.h8<q>,0.24609375,0.17285156
m1->a3.h13<q>,0.35742188,-0.10107422
m1->a5.h24<q>,-0.18847656,-0.10498047
m1->a5.h6<q>,1.0703125,0.1875
m1->a5.h6<k>,-0.6953125,-0.09765625
m1->a15.h7<q>,-0.21777344,-0.095214844
m1->a2.h27<k>,0.08496094,0.061767578
m1->a8.h10<q>,0.10644531,0.11816406
m29->logits,0.30859375,0.15917969
m1->a5.h8<q>,-0.14257812,0.067871094
m1->a31.h15<k>,0.30078125,0.1328125
m1->a12.h0<q>,-0.110839844,0.15722656
m1->a31.h24<k>,-0.083984375,-0.28320312
m18->logits,-0.41210938,-0.17382812
m1->a10.h28<q>,-0.09814453,0.064453125
m1->a2.h22<k>,0.09863281,0.083984375
m30->a31.h29<k>,0.15625,0.099609375
m1->a8.h21<k>,0.13964844,0.09667969
m1->a9.h15<q>,-0.17382812,-0.20117188
m1->a5.h12<k>,-0.19726562,-0.057617188
m1->a9.h11<q>,0.12988281,0.064453125
m30->m31,2.046875,2.109375
m1->a3.h2<q>,-0.16113281,-0.107910156
m1->a2.h22<q>,-0.25585938,0.24511719
m1->a7.h18<q>,0.17773438,0.14453125
m1->a2.h21<k>,-0.2265625,0.080078125
m1->a3.h7<q>,-0.13085938,0.19140625
m1->a16.h4<q>,0.35742188,0.06298828
m1->a3.h26<k>,0.06982422,-0.072265625
m1->a3.h17<q>,0.41992188,-0.16992188
m1->a14.h0<q>,-0.110839844,-0.063964844
m1->a2.h10<k>,0.100097656,-0.055419922
m1->a4.h2<q>,0.17578125,-0.31445312
m1->a8.h20<k>,-0.13085938,0.111328125
m1->a5.h21<k>,0.076660156,-0.12451172
m1->a6.h4<q>,-0.546875,-0.22265625
